For M5|Adr 00052|PI1                          49|SD         78.933 m   |Hz        85.5021 DMS |V3        -3.1013 DMS | 
For M5|Adr 00053|PI1                          50|SD         80.009 m   |Hz        89.5508 DMS |V3        -2.1229 DMS | 
For M5|Adr 00054|PI1                          51|SD         81.891 m   |Hz        88.2706 DMS |V3        -2.2355 DMS | 
For M5|Adr 00055|PI1                          52|SD         82.440 m   |Hz        93.0456 DMS |V3        -1.5905 DMS | 
For M5|Adr 00056|PI1                          53|SD         83.131 m   |Hz        94.5136 DMS |V3        -2.0523 DMS | 
For M5|Adr 00057|PI1                          54|SD         83.175 m   |Hz        96.1819 DMS |V3        -1.4524 DMS | 
For M5|Adr 00058|PI1                          55|SD         77.983 m   |Hz        76.4316 DMS |V3        -3.3424 DMS | 
For M5|Adr 00059|PI1                          56|SD         89.939 m   |Hz        87.5420 DMS |V3        -1.5922 DMS | 
For M5|Adr 00060|PI1                          57|SD         88.357 m   |Hz        88.5259 DMS |V3        -1.5843 DMS | 
For M5|Adr 00061|PI1                          58|SD         93.881 m   |Hz        91.1556 DMS |V3        -1.3817 DMS | 
For M5|Adr 00062|PI1                          59|SD         97.783 m   |Hz        93.1615 DMS |V3        -1.2224 DMS | 
For M5|Adr 00063|PI1                          60|SD         99.719 m   |Hz        94.2903 DMS |V3        -1.0641 DMS | 
For M5|Adr 00064|PI1                          61|SD        103.506 m   |Hz        91.3816 DMS |V3        -1.1313 DMS | 
For M5|Adr 00065|PI1                          62|SD        108.306 m   |Hz        93.5500 DMS |V3        -0.5140 DMS | 
For M5|Adr 00066|PI1                          63|SD        112.150 m   |Hz        93.3235 DMS |V3        -0.4941 DMS | 
For M5|Adr 00067|PI1                          64|SD        114.228 m   |Hz        92.3534 DMS |V3        -0.4712 DMS | 
For M5|Adr 00068|PI1                          65|SD        112.237 m   |Hz        89.4353 DMS |V3        -1.1047 DMS | 
For M5|Adr 00069|PI1                          66|SD        101.624 m   |Hz        85.5936 DMS |V3        -1.4152 DMS | 
For M5|Adr 00070|PI1                          67|SD         98.398 m   |Hz        81.0932 DMS |V3        -2.5443 DMS | 
For M5|Adr 00071|PI1                          68|SD         99.202 m   |Hz        76.1110 DMS |V3        -3.0124 DMS | 
For M5|Adr 00072|PI1                          69|SD        106.466 m   |Hz        82.4704 DMS |V3        -1.4953 DMS | 
For M5|Adr 00073|PI1                          70|SD        107.387 m   |Hz        83.4116 DMS |V3        -1.5114 DMS | 
For M5|Adr 00074|PI1                          71|SD        114.373 m   |Hz        82.4414 DMS |V3        -1.3740 DMS | 
For M5|Adr 00075|PI1                          72|SD        116.267 m   |Hz        78.5833 DMS |V3        -2.1751 DMS | 
For M5|Adr 00076|PI1                          73|SD        116.153 m   |Hz        72.3819 DMS |V3        -2.3009 DMS | 
For M5|Adr 00077|PI1                          74|SD        119.663 m   |Hz        84.2346 DMS |V3        -1.2947 DMS | 
For M5|Adr 00078|PI1                          75|SD        121.165 m   |Hz        85.5412 DMS |V3        -1.1821 DMS | 
For M5|Adr 00079|PI1                          76|SD        121.598 m   |Hz        79.3918 DMS |V3        -1.5011 DMS | 
For M5|Adr 00080|PI1                          77|SD        123.072 m   |Hz        79.0230 DMS |V3        -1.5837 DMS | 
For M5|Adr 00081|PI1                          78|SD        124.076 m   |Hz        79.2827 DMS |V3        -1.4309 DMS | 
For M5|Adr 00082|PI1                          79|SD        124.606 m   |Hz        74.4640 DMS |V3        -2.2556 DMS | 
For M5|Adr 00083|PI1                          80|SD        122.883 m   |Hz        76.2341 DMS |V3        -2.2117 DMS | 
For M5|Adr 00084|PI1                          81|SD        123.023 m   |Hz        73.0612 DMS |V3        -2.4037 DMS | 
For M5|Adr 00085|PI1                          82|SD        132.635 m   |Hz        78.0930 DMS |V3        -1.4017 DMS | 
For M5|Adr 00086|PI1                          83|SD        135.557 m   |Hz        80.1450 DMS |V3        -1.3215 DMS | 
For M5|Adr 00087|PI1                          84|SD        136.867 m   |Hz        81.1522 DMS |V3        -1.2733 DMS | 
For M5|Adr 00088|PI1                          85|SD        138.667 m   |Hz        71.4958 DMS |V3        -2.1810 DMS | 
For M5|Adr 00089|PI1                          86|SD        152.950 m   |Hz        73.4521 DMS |V3        -1.3215 DMS | 
For M5|Adr 00090|PI1                          87|SD        162.141 m   |Hz        72.4222 DMS |V3        -1.2241 DMS | 
For M5|Adr 00091|PI1                          88|SD        155.758 m   |Hz        65.5828 DMS |V3        -2.1344 DMS | 
For M5|Adr 00092|PI1                          89|SD        165.170 m   |Hz        74.5550 DMS |V3        -1.2234 DMS | 
For M5|Adr 00093|PI1                          90|SD        166.649 m   |Hz        76.2743 DMS |V3        -1.2116 DMS | 
For M5|Adr 00094|PI1   A                   10002|X        1000.000 m   |Y        2000.000 m   |Z           2.000 m   | 
For M5|Adr 00095|TI       INPUT                 |th          1.510 m   |ih          1.691 m   |                      | 
For M5|Adr 00096|PI1   S                       0|                      |                      |Z           2.000 m   | 
For M5|Adr 00097|PI1                       10001|SD        194.491 m   |Hz       319.2026 DMS |V3         0.4600 DMS | 
For M5|Adr 00098|PI1                          91|SD         23.375 m   |Hz       343.0912 DMS |V3        -2.3355 DMS | 
For M5|Adr 00099|PI1                          92|SD         25.092 m   |Hz       352.1023 DMS |V3        -3.4421 DMS | 
For M5|Adr 00100|PI1                          93|SD         29.176 m   |Hz       356.3124 DMS |V3        -4.3256 DMS | 
For M5|Adr 00101|PI1                          94|SD         22.384 m   |Hz       357.2816 DMS |V3        -3.0548 DMS | 
For M5|Adr 00102|PI1                          95|SD         20.356 m   |Hz       331.0428 DMS |V3        -2.4155 DMS | 
For M5|Adr 00103|PI1                          96|SD         13.985 m   |Hz       343.4824 DMS |V3        -3.2658 DMS | 
For M5|Adr 00104|PI1                          97|SD         10.321 m   |Hz       349.2140 DMS |V3        -4.1457 DMS | 
For M5|Adr 00105|PI1                          98|SD         11.029 m   |Hz         3.2621 DMS |V3        -2.3132 DMS | 
For M5|Adr 00106|PI1                          99|SD          7.611 m   |Hz       319.5615 DMS |V3        -5.4620 DMS | 
For M5|Adr 00107|PI1                         100|SD          6.778 m   |Hz       285.1848 DMS |V3        -9.2837 DMS | 
For M5|Adr 00108|PI1                         101|SD         14.076 m   |Hz       282.0737 DMS |V3        -9.0432 DMS | 
For M5|Adr 00109|PI1                         102|SD         14.750 m   |Hz       231.1939 DMS |V3       -18.5131 DMS | 
For M5|Adr 00110|PI1                         103|SD         16.115 m   |Hz       190.5759 DMS |V3       -13.3815 DMS | 
For M5|Adr 00111|PI1                         104|SD          8.951 m   |Hz        40.3118 DMS |V3        -2.0238 DMS | 
For M5|Adr 00112|PI1                         105|SD         10.553 m   |Hz        39.3326 DMS |V3        -0.4301 DMS | 
For M5|Adr 00113|PI1                         106|SD         29.900 m   |Hz        49.1425 DMS |V3        -3.4024 DMS | 
For M5|Adr 00114|PI1                         107|SD         26.364 m   |Hz        60.1513 DMS |V3        -3.1244 DMS | 
For M5|Adr 00115|PI1                         108|SD         17.424 m   |Hz        64.0907 DMS |V3        -0.3313 DMS | 
For M5|Adr 00116|PI1                         109|SD         16.150 m   |Hz        77.4247 DMS |V3         2.1400 DMS | 
For M5|Adr 00117|PI1                         110|SD         15.849 m   |Hz        85.1136 DMS |V3         0.0244 DMS | 
For M5|Adr 00118|PI1                         111|SD         15.401 m   |Hz        96.3429 DMS |V3         1.2159 DMS | 
For M5|Adr 00119|PI1                         112|SD         14.202 m   |Hz       113.2115 DMS |V3         2.0406 DMS | 
For M5|Adr 00120|PI1                         113|SD         12.414 m   |Hz       135.1627 DMS |V3         1.5653 DMS | 
For M5|Adr 00121|PI1                         114|SD         14.832 m   |Hz       148.1306 DMS |V3         3.5403 DMS | 
For M5|Adr 00122|PI1                         115|SD          1.775 m   |Hz        70.0427 DMS |V3       -16.3045 DMS | 
For M5|Adr 00123|PI1                         116|SD          1.296 m   |Hz       161.1933 DMS |V3        -8.1440 DMS | 
For M5|Adr 00124|PI1                         117|SD         27.776 m   |Hz       131.5149 DMS |V3         5.1507 DMS | 
For M5|Adr 00125|PI1                         118|SD         27.725 m   |Hz       143.0540 DMS |V3         2.0542 DMS | 
For M5|Adr 00126|PI1                         119|SD         31.456 m   |Hz       124.2440 DMS |V3         5.2736 DMS | 
For M5|Adr 00127|PI1                         120|SD         31.000 m   |Hz       101.2333 DMS |V3         4.4413 DMS | 
For M5|Adr 00128|PI1                         121|SD         31.711 m   |Hz       100.5703 DMS |V3         5.1146 DMS | 
For M5|Adr 00129|PI1                         122|SD         31.381 m   |Hz       104.2139 DMS |V3         3.3543 DMS | 
For M5|Adr 00130|PI1                         123|SD         31.341 m   |Hz       107.0353 DMS |V3         4.3621 DMS | 
For M5|Adr 00131|PI1                         124|SD         31.222 m   |Hz       110.1301 DMS |V3         3.3511 DMS | 
For M5|Adr 00132|PI1                         125|SD         31.296 m   |Hz       117.2313 DMS |V3         3.4615 DMS | 
For M5|Adr 00133|PI1                         126|SD         40.597 m   |Hz       121.1542 DMS |V3         5.4203 DMS | 
For M5|Adr 00134|PI1                         127|SD         42.084 m   |Hz       126.3005 DMS |V3         6.0827 DMS | 
For M5|Adr 00135|PI1                         128|SD         44.479 m   |Hz       134.2253 DMS |V3         5.5338 DMS | 
For M5|Adr 00136|PI1                         129|SD         49.858 m   |Hz       124.1633 DMS |V3         6.2140 DMS | 
For M5|Adr 00137|PI1                         130|SD         50.513 m   |Hz       117.3921 DMS |V3         4.3228 DMS | 
For M5|Adr 00138|PI1                         131|SD         50.327 m   |Hz       113.0031 DMS |V3         4.2759 DMS | 
For M5|Adr 00139|PI1                         132|SD         50.311 m   |Hz       110.4651 DMS |V3         3.5926 DMS | 
For M5|Adr 00140|PI1                         133|SD         50.524 m   |Hz       109.0036 DMS |V3         4.1406 DMS | 
For M5|Adr 00141|PI1                       10003|SD         73.632 m   |Hz       114.1026 DMS |V3         4.0410 DMS | 
For M5|Adr 00142|PI1   A                   10003|X        1000.000 m   |Y        3000.000 m   |Z           3.000 m   | 
For M5|Adr 00143|TI       INPUT                 |th          1.510 m   |ih          1.708 m   |                      | 
For M5|Adr 00144|PI1   S                       0|                      |                      |Z           3.000 m   | 
For M5|Adr 00145|PI1                       10002|SD         73.655 m   |Hz       338.0202 DMS |V3        -4.2134 DMS | 
For M5|Adr 00146|PI1                         134|SD          9.085 m   |Hz       359.4322 DMS |V3        -1.0040 DMS | 
For M5|Adr 00147|PI1                         135|SD         10.037 m   |Hz         2.2351 DMS |V3        -1.3653 DMS | 
For M5|Adr 00148|PI1                         136|SD          9.717 m   |Hz         8.4903 DMS |V3        -2.3101 DMS | 
For M5|Adr 00149|PI1                         137|SD          6.862 m   |Hz       334.1612 DMS |V3        -1.2018 DMS | 
For M5|Adr 00150|PI1                         138|SD          8.418 m   |Hz       301.4439 DMS |V3        -0.0806 DMS | 
For M5|Adr 00151|PI1                         139|SD         24.045 m   |Hz       293.3751 DMS |V3         0.5437 DMS | 
For M5|Adr 00152|PI1                         140|SD         19.516 m   |Hz       294.5754 DMS |V3        -0.2109 DMS | 
For M5|Adr 00153|PI1                         141|SD         14.381 m   |Hz       300.5824 DMS |V3         1.0141 DMS | 
For M5|Adr 00154|PI1                         142|SD         18.182 m   |Hz       270.5032 DMS |V3         3.3417 DMS | 
For M5|Adr 00155|PI1                         143|SD         15.022 m   |Hz       231.3908 DMS |V3         4.1652 DMS | 
For M5|Adr 00156|PI1                         144|SD         11.050 m   |Hz       222.3142 DMS |V3         0.5003 DMS | 
For M5|Adr 00157|PI1                         145|SD          4.124 m   |Hz       104.1320 DMS |V3        -4.3100 DMS | 
For M5|Adr 00158|PI1                         146|SD          6.870 m   |Hz       130.2920 DMS |V3        -2.5844 DMS | 
For M5|Adr 00159|PI1                         147|SD         16.776 m   |Hz       146.5724 DMS |V3        -2.3830 DMS | 
For M5|Adr 00160|PI1                         148|SD         19.625 m   |Hz       151.2026 DMS |V3        -3.2724 DMS | 
For M5|Adr 00161|PI1                         149|SD         16.836 m   |Hz       159.4239 DMS |V3        -3.0802 DMS | 
For M5|Adr 00162|PI1                         150|SD         17.617 m   |Hz       173.5534 DMS |V3        -2.2830 DMS | 
For M5|Adr 00163|PI1                         151|SD         19.266 m   |Hz       194.0534 DMS |V3        -0.4841 DMS | 
For M5|Adr 00164|PI1                         152|SD         21.962 m   |Hz       206.3715 DMS |V3        -2.5608 DMS | 
For M5|Adr 00165|PI1                         153|SD         20.175 m   |Hz       218.3902 DMS |V3         0.1445 DMS | 
For M5|Adr 00166|PI1                         154|SD         23.768 m   |Hz       181.5214 DMS |V3        -1.2502 DMS | 
For M5|Adr 00167|PI1                         155|SD         28.323 m   |Hz       171.3801 DMS |V3        -3.1340 DMS | 
For M5|Adr 00168|PI1                         156|SD         27.674 m   |Hz       152.1448 DMS |V3        -3.1448 DMS | 
For M5|Adr 00169|PI1                         157|SD         33.677 m   |Hz       147.5954 DMS |V3        -2.0157 DMS | 
For M5|Adr 00170|PI1                         158|SD         35.081 m   |Hz       158.2459 DMS |V3        -3.0654 DMS | 
For M5|Adr 00171|PI1                         159|SD         34.998 m   |Hz       164.5358 DMS |V3        -3.0844 DMS | 
For M5|Adr 00172|PI1                         160|SD         36.392 m   |Hz       166.2340 DMS |V3        -3.0844 DMS | 
For M5|Adr 00173|PI1                         161|SD         36.476 m   |Hz       168.2834 DMS |V3        -3.2206 DMS | 
For M5|Adr 00174|PI1                         162|SD         37.707 m   |Hz       180.2227 DMS |V3        -4.2245 DMS | 
For M5|Adr 00175|PI1                         163|SD         42.501 m   |Hz       155.4609 DMS |V3        -3.2748 DMS | 
For M5|Adr 00176|PI1                         164|SD         43.628 m   |Hz       150.3350 DMS |V3        -2.3334 DMS | 
For M5|Adr 00177|PI1                         165|SD         52.666 m   |Hz       158.2330 DMS |V3        -2.3928 DMS | 
For M5|Adr 00178|PI1                         166|SD         53.388 m   |Hz       159.3752 DMS |V3        -2.4438 DMS | 
For M5|Adr 00179|PI1                         167|SD         53.540 m   |Hz       163.5109 DMS |V3        -2.4205 DMS | 
For M5|Adr 00180|PI1                         168|SD         54.020 m   |Hz       167.3428 DMS |V3        -2.4253 DMS | 
For M5|Adr 00181|PI1                         169|SD         54.114 m   |Hz       180.0057 DMS |V3        -3.2634 DMS | 
For M5|Adr 00182|PI1                         170|SD         64.199 m   |Hz       164.1941 DMS |V3        -2.2859 DMS | 
For M5|Adr 00183|PI1                         171|SD         67.003 m   |Hz       156.0740 DMS |V3        -2.3142 DMS | 
For M5|Adr 00184|PI1                         172|SD         67.116 m   |Hz       159.0054 DMS |V3        -2.5141 DMS | 
For M5|Adr 00185|PI1                         173|SD         67.439 m   |Hz       160.0432 DMS |V3        -2.3903 DMS | 
For M5|Adr 00186|PI1                         174|SD         68.266 m   |Hz       167.1321 DMS |V3        -2.1501 DMS | 
For M5|Adr 00187|PI1                         175|SD         67.263 m   |Hz       170.4046 DMS |V3        -2.3757 DMS | 
For M5|Adr 00188|PI1                         176|SD         67.760 m   |Hz       177.3543 DMS |V3        -2.5807 DMS | 
For M5|Adr 00189|PI1                         177|SD         85.112 m   |Hz       160.0950 DMS |V3        -2.3644 DMS | 
For M5|Adr 00190|PI1                         178|SD         84.084 m   |Hz       157.5240 DMS |V3        -2.2149 DMS | 
For M5|Adr 00191|PI1                         179|SD         84.314 m   |Hz       161.5444 DMS |V3        -2.5034 DMS | 
For M5|Adr 00192|PI1                         180|SD         83.958 m   |Hz       165.0600 DMS |V3        -2.4348 DMS | 
For M5|Adr 00193|PI1                         181|SD         83.369 m   |Hz       170.5137 DMS |V3        -2.5803 DMS | 
For M5|Adr 00194|PI1                         182|SD         83.540 m   |Hz       178.1827 DMS |V3        -3.3828 DMS | 
For M5|Adr 00195|PI1                       10004|SD        118.426 m   |Hz       162.5418 DMS |V3        -2.3940 DMS | 
For M5|Adr 00196|PI1   A                   10004|X        1000.000 m   |Y        4000.000 m   |Z           4.000 m   | 
For M5|Adr 00197|TI       INPUT                 |th          1.510 m   |ih          1.727 m   |                      | 
For M5|Adr 00198|PI1   S                       0|                      |                      |Z           4.000 m   | 
For M5|Adr 00199|PI1                       10003|SD        118.411 m   |Hz       146.2259 DMS |V3         2.2728 DMS | 
For M5|Adr 00200|PI1                         183|SD         35.868 m   |Hz       160.4607 DMS |V3         1.5730 DMS | 
For M5|Adr 00201|PI1                         184|SD         23.695 m   |Hz       162.0831 DMS |V3         2.2550 DMS | 
For M5|Adr 00202|PI1                         185|SD         23.263 m   |Hz       156.0033 DMS |V3         2.5650 DMS | 
For M5|Adr 00203|PI1                         186|SD         23.032 m   |Hz       149.4653 DMS |V3         0.5651 DMS | 
For M5|Adr 00204|PI1                         187|SD         22.532 m   |Hz       147.4955 DMS |V3         1.1149 DMS | 
For M5|Adr 00205|PI1                         188|SD         14.338 m   |Hz       144.0756 DMS |V3        -0.1114 DMS | 
For M5|Adr 00206|PI1                         189|SD         13.845 m   |Hz       148.3434 DMS |V3        -0.5744 DMS | 
For M5|Adr 00207|PI1                         190|SD          9.234 m   |Hz       172.1944 DMS |V3        -1.4402 DMS | 
For M5|Adr 00208|PI1                         191|SD          5.502 m   |Hz       181.4503 DMS |V3        -4.5335 DMS | 
For M5|Adr 00209|PI1                         192|SD          8.105 m   |Hz       140.0052 DMS |V3        -3.4545 DMS | 
For M5|Adr 00210|PI1                         193|SD          9.456 m   |Hz       138.1236 DMS |V3        -1.5451 DMS | 
For M5|Adr 00211|PI1                         194|SD         13.242 m   |Hz       120.0417 DMS |V3        -1.2809 DMS | 
For M5|Adr 00212|PI1                         195|SD         16.032 m   |Hz       109.0858 DMS |V3        -2.3436 DMS | 
For M5|Adr 00213|PI1                         196|SD         23.247 m   |Hz        90.4724 DMS |V3        -5.4455 DMS | 
For M5|Adr 00214|PI1                         197|SD         14.425 m   |Hz        57.0333 DMS |V3        -5.3715 DMS | 
For M5|Adr 00215|PI1                         198|SD          4.707 m   |Hz       299.4356 DMS |V3        -7.4020 DMS | 
For M5|Adr 00216|PI1                         199|SD          6.364 m   |Hz       279.0230 DMS |V3        -7.2623 DMS | 
For M5|Adr 00217|PI1                         200|SD         15.613 m   |Hz       342.0105 DMS |V3        -2.3118 DMS | 
For M5|Adr 00218|PI1                         201|SD         16.489 m   |Hz       353.3524 DMS |V3        -6.4845 DMS | 
For M5|Adr 00219|PI1                         202|SD         17.153 m   |Hz       359.3355 DMS |V3        -5.1240 DMS | 
For M5|Adr 00220|PI1                         203|SD         19.333 m   |Hz        14.5112 DMS |V3        -5.2919 DMS | 
For M5|Adr 00221|PI1                         204|SD         21.314 m   |Hz        21.0636 DMS |V3        -5.1458 DMS | 
For M5|Adr 00222|PI1                         205|SD         28.569 m   |Hz        38.5905 DMS |V3        -6.4607 DMS | 
For M5|Adr 00223|PI1                         206|SD         30.656 m   |Hz        41.2012 DMS |V3        -8.2703 DMS | 
For M5|Adr 00224|PI1                         207|SD         32.368 m   |Hz        14.5243 DMS |V3        -5.1726 DMS | 
For M5|Adr 00225|PI1                         208|SD         31.652 m   |Hz        10.5502 DMS |V3        -4.4030 DMS | 
For M5|Adr 00226|PI1                         209|SD         40.135 m   |Hz        11.0553 DMS |V3        -4.5607 DMS | 
For M5|Adr 00227|PI1                         210|SD         40.649 m   |Hz        10.5128 DMS |V3        -3.4448 DMS | 
For M5|Adr 00228|PI1                         211|SD         41.352 m   |Hz        10.5625 DMS |V3        -4.4459 DMS | 
For M5|Adr 00229|PI1                         212|SD         41.889 m   |Hz        10.5819 DMS |V3        -4.3557 DMS | 
For M5|Adr 00230|PI1                         213|SD         42.482 m   |Hz        11.0436 DMS |V3        -4.5237 DMS | 
For M5|Adr 00231|PI1                         214|SD         43.289 m   |Hz        21.3047 DMS |V3        -6.1843 DMS | 
For M5|Adr 00232|PI1                         215|SD         41.860 m   |Hz         5.0449 DMS |V3        -4.4641 DMS | 
For M5|Adr 00233|PI1                         216|SD         40.760 m   |Hz       356.2233 DMS |V3        -4.2349 DMS | 
For M5|Adr 00234|PI1                         217|SD         45.239 m   |Hz       356.5538 DMS |V3        -4.2948 DMS | 
For M5|Adr 00235|PI1                         218|SD         51.132 m   |Hz        13.3837 DMS |V3        -5.5115 DMS | 
For M5|Adr 00236|PI1                         219|SD         66.089 m   |Hz        11.4115 DMS |V3        -5.2933 DMS | 
For M5|Adr 00237|PI1                         220|SD         66.226 m   |Hz        14.4115 DMS |V3        -6.0108 DMS | 
For M5|Adr 00238|PI1                         221|SD         74.013 m   |Hz         4.5113 DMS |V3        -4.5033 DMS | 
For M5|Adr 00239|PI1                         222|SD         72.856 m   |Hz         3.2028 DMS |V3        -4.4808 DMS | 
For M5|Adr 00240|PI1                         223|SD         73.068 m   |Hz         0.5611 DMS |V3        -4.4558 DMS | 
For M5|Adr 00241|PI1                         224|SD         85.446 m   |Hz        15.0131 DMS |V3        -6.0449 DMS | 
For M5|Adr 00242|PI1                         225|SD         87.853 m   |Hz         8.4648 DMS |V3        -5.0859 DMS | 
For M5|Adr 00243|PI1                         226|SD         94.198 m   |Hz         7.3725 DMS |V3        -5.0636 DMS | 
For M5|Adr 00244|PI1                         227|SD         90.967 m   |Hz         3.0448 DMS |V3        -5.2022 DMS | 
For M5|Adr 00245|PI1                         228|SD         90.420 m   |Hz         1.1057 DMS |V3        -5.2016 DMS | 
For M5|Adr 00246|PI1                         229|SD         89.996 m   |Hz       358.5542 DMS |V3        -5.2438 DMS | 
For M5|Adr 00247|PI1                         230|SD         74.522 m   |Hz       358.2137 DMS |V3        -4.5009 DMS | 
For M5|Adr 00248|PI1                       10005|SD        102.780 m   |Hz         2.1212 DMS |V3        -5.3650 DMS | 
For M5|Adr 00249|TI       DR                    |th          0.000 m   |PC          0.000 m   |A           0.000 m   | 
For M5|Adr 00250|PI1                         231|SD         35.552 m   |Hz       348.3300 DMS |V3         1.1230 DMS | 
For M5|Adr 00251|TI       PR                    |th          1.510 m   |PC         -0.030 m   |A           0.005 m   | 
For M5|Adr 00252|PI1   A                   10005|X        1000.000 m   |Y        5000.000 m   |Z           5.000 m   | 
For M5|Adr 00253|TI       INPUT                 |th          1.510 m   |ih          1.753 m   |                      | 
